tema,articulo,contenido
52) Dermatosis por acción de soda cáustica, potasa cáustica y carbonato de sodio.  
53) Dermatosis, ulceraciones cutáneas y perforación del tabique nasal por acción de cromatos y 
bicromatos.  
CÓDIGO DE TRABAJO 
 
95 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
54) Dermatosis y queratosis arsenical, perforación del tabique nasal.  
55) Dermatosis por acción del níquel y oxicloruro del selenio.  
56) Dermatosis por acción de la cal y óxido de calcio.  
57) Dermatosis por acción de sustancias orgánicas, ácido acético, ácido oxálico, ácido de etileno, 
fulminato de mercurio, tetril, anhídrido itálico de trinitrotolueno, parafinas, alquitrán, brea, 
dinitrobenceno.  
58) Dermatosis producida por benzol y demás solventes orgánicos.  
59) Dermatosis por acción de derivados de hidrocarburos; hexametilenotetranina, formaldehído, 
cianamida cálcica, anilinas, parafenilonediamina, dinitroclorobenceno, etc.  
60) Dermatosis, por acción de aceites de engrase de corte (botón de aceite o elaioconiosos), petróleo 
crudo.  
61) Dermatosis por contacto.  
62) Lesiones ungueales y periunguales. Onicodistrofias, onicólisis y paraniquia por exposición a 
solventes, humedad.  
63) Otros padecimientos cutáneos de tipo reaccional no incluidos en los grupos anteriores, 
producidos por agentes químicos orgánicos (melanodermias, acromias, leucomelanodermias, líquen 
plano).  
64) Blefaroconiosis (polvos minerales, vegetales o animales).  
65) Dermatosis palpebral de contacto y eczema palpebral (polvos, gases y vapores de diversos 
orígenes).  
66) Conjuntivitis y querato-conjuntivitis (por agentes físicos- calor, químicos o alergizantes).  
67) Conjuntivitis y querato-conjuntivitis por radiaciones (rayos actínicos, infrarrojos, de onda corta y 
rayos X).  
68) Pterigión. Por irritación conjuntival permanente, por factores mecánicos (polvos); físicos (rayos 
infrarrojos, calóricos).  
69) Queratoconiosis: incrustación en la córnea de partículas duras (mármol, piedra, polvos abrasivos 
y metales).  
70) Argirosis ocular (sales de plata).  
71) Catarata por radiaciones (rayos infrarrojos, calóricos, de onda corta, rayos X).  
72) Catarata tóxica (naftalina y sus derivados).  
73) Parálisis oculomotoras (intoxicaciones por sulfuro de carbono, plomo).  
74) Oftalmoplegía interna (intoxicación por sulfuro de carbono).  
75) Retinitis, neuro-retinitis y corio-retinitis (intoxicación por naftalina y benzol).  
76) Neuritis y lesión de la rama sensitiva del trigémino (intoxicación por tricloretileno).  
77) Neuritis óptica y ambliopía o amaurosis tóxica (intoxicación producida por plomo, sulfuro de 
carbono, benzol, tricloretileno, óxido de carbono, alcohol metílico, nicotina, mercurio).  
78) Oftalmía y catarata eléctrica.  
 
CÓDIGO DE TRABAJO 
 
96 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
Intoxicaciones  
Enfermedades producidas por absorción de polvos, líquidos, humos, gases o vapores tóxicos de 
origen químico, orgánico o inorgánico, por la vía respiratoria, digestiva o cutánea.  
79) Fosforismo e intoxicación producidos por hidrógeno fosforado.  
80) Saturnismo o intoxicación plúmbica. 
81) Hidrargirismo o mercurialismo.  
82) Arsenisismo e intoxicación producida por hidrógeno arseniado.  
83) Manganesismo.  
84) Fiebre de fundidores de zinc o temblor de los soldadores de zinc.  
85) Oxicarbonismo.  
86) Intoxicación ciánica.  
87) Intoxicación producida por alcoholes metílico, etílico, propílico y butílico.  
88) Hidrocarburismo producido por derivados del petróleo y carbón de hulla.  
89) Intoxicación producida por el tolueno y el xileno.  
90) Intoxicación producida por el cloruro de metilo y el cloruro de metileno.  
91) Intoxicaciones producidas por el cloroformo, tetracloruro de carbono y clorobromo-metanos.  
92) Intoxicaciones causadas por el bromuro de metilo y freones (derivados fluorados de 
hidrocarburos alogenados).  
93) Intoxicación causada por el di-cloretano y tetra-cloretano.  
94) Intoxicación causada por el hexa-cloretano.  
95) Intoxicación causada por el cloruro de vinilo o monocloretileno.  
96) Intoxicación causada por la mono-clorhidrina del glicol.  
97) Intoxicaciones producidas por el tri-cloretileno y peri-cloretileno.  
98) Intoxicaciones producidas por insecticidas clorados.  
99) Intoxicaciones producidas por naftalenos clorados y difenilos clorados.  
100) Sulfo-carbonismo.  
101) Sulfhidrismo o intoxicación causada por hidrógeno sulfurado.  
102) Intoxicación causada por el bióxido de dietileno (dioxan).  
103) Benzolismo.  
104) Intoxicación causada por tetra-hidro-furano.  
105) Intoxicaciones causadas por la anilina (anilismo) y compuestos.  
106) Intoxicaciones causadas por nitro-benceno, toluidinas y xilidinas.  
107) Intoxicaciones producidas por trinitrotolueno y nitroglicerina.  
108) Intoxicación producida por el tetra-etilo de plomo.  
109) Intoxicación causada por insecticidas orgánico-fosforados.  
110) Intoxicaciones producidas por el dinifrofenol, dinitroortocreso, fenol y pentaclorofenol.  
111) intoxicaciones producidas por la vencidina, naftilamina alfa, naftilamina beta y para-difenilamina.  
CÓDIGO DE TRABAJO 
 
97 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
112) 
Intoxicaciones 
producidas 
por 
carbamatos, 
ditiocarbamatos, 
derivados 
de 
clorofenoxhidroxicumarina, talio, insecticidas de origen vegetal.  
113) Intoxicaciones producidas por la piridina, clorpromaxina y quimioterápicos en general.  
114) Enfermedades producidas por combustibles de alta potencia (hidruros de boro, oxígeno, líquido, 
etc.).  
Si la enfermedad incapacita para el trabajo específico y existen posibilidades de rehabilitación 
profesional, el porcentaje de incapacidad general que se fije debe ser del treinta por ciento (30%).  
Si la enfermedad incapacita para cualquier trabajo, se declarará la incapacidad total permanente.  
(Así modificado por el artículo 1, de la Ley No. 6727 del 9 de marzo de 1982.)"
código de trabajo costa rica,ARTÍCULO 225.-,"Toda enfermedad del trabajo debe tratarse y curarse cuantas veces sea necesario, 
antes de establecerse incapacidad permanente. En caso de llegarse a determinar la imposibilidad 
de curación, o cuando el trabajador se haya sensibilizado al agente que le produjo la enfermedad, 
se procederá a establecer incapacidad permanente. 
El Poder Ejecutivo, habiendo oído de previo a la Junta Directiva del Instituto asegurador, podrá dictar, 
por vía de reglamento, las tablas de enfermedades profesionales que darán derecho a una 
indemnización, sin perjuicio de que los tribunales de trabajo conceptúen otras enfermedades no 
enumeradas en el decreto o decretos respectivos, comprendidas dentro de las previsiones del 
párrafo anterior. 
(Así modificado por el artículo 1, de la Ley No. 6727 del 9 de marzo de 1982.)"
código de trabajo costa rica,ARTÍCULO  226.-,"Las lesiones que sin producir impedimentos acarreen alguna mutilación, cicatriz o 
desfiguración de la víctima, se equipararán para los efectos de las prestaciones en dinero, según su 
gravedad, a la incapacidad permanente, sin perjuicio de lo establecido en el artículo 224 para las 
cicatrices retráctiles que no pueden ser resueltas quirúrgicamente. 
(Así modificado por el artículo 1, de la Ley No. 6727 del 9 de marzo de 1982.)"
código de trabajo costa rica,ARTÍCULO 227.-,"Se considerarán hernias del trabajo aquellas relacionadas con un traumatismo 
violento sufrido en el trabajo, que ocasione las dolencias típicas que médicamente les son atribuibles. 
También constituyen hernias del trabajo las que sobrevengan a trabajadores predispuestos, como 
consecuencia de un traumatismo o esfuerzo imprevisto, superior al que habitualmente se acostumbra 
en el trabajo, sin perjuicio de lo señalado en el artículo 224, sobre el abdomen. 
Para la calificación concreta, en cada caso, se tomarán en cuenta los antecedentes personales del 
sujeto observa- do, su historial clínico, las circunstancias del accidente, la naturaleza del trabajo, los 
síntomas observados y las características propias de la hernia producida. 
(Así modificado por el artículo 1, de la Ley No. 6727 del 9 de marzo de 1982.) 
CÓDIGO DE TRABAJO 
 
98 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
CAPÍTULO SEXTO"
código de trabajo costa rica,ARTÍCULO  228.-,"Las instituciones públicas suministrarán al Instituto Nacional de Seguros, la 
atención médico-quirúrgica-hospitalaria y de rehabilitación que éste requiera para la administración 
del régimen de Riesgos del Trabajo. La fijación de los costos se hará con base en los informes 
presentados por las instituciones públicas, tomando en cuenta el criterio del ente asegurador.  En 
caso de discrepancia, la Contraloría General de la República determinará el costo definitivo de los 
servicios.  El pago de los servicios asistenciales que el instituto asegurador solicite se hará conforme 
al reglamento de la ley. 
(Así modificado por el artículo 1, de la Ley No. 6727 del 9 de marzo de 1982.)"
código de trabajo costa rica,ARTÍCULO 229.-,"El trabajador que sufra un riesgo del trabajo deberá someterse a las prestaciones 
médico-sanitarias y de rehabilitación que disponga y le suministre el Instituto Nacional de Seguros. 
(Así modificado por el artículo 1, de la Ley No. 6727 del 9 de marzo de 1982.)"
código de trabajo costa rica,ARTÍCULO  230.-,"En caso de emergencia, el trabajador que haya sufrido un riesgo cubierto por el 
seguro a que se refiere esta ley, podrá ser atendido por cualquier profesional o centro de salud, 
público o privado, por cuenta del ente asegurador, según la tarifa establecida. Tan pronto como sea 
posible el trabajador sometido a tratamiento será trasladado a donde corresponda, según los 
reglamentos o disposiciones del ente asegurador. 
(Así modificado por el artículo 1, de la Ley No. 6727 del 9 de marzo de 1982.)"
código de trabajo costa rica,ARTÍCULO 231.-,"Si el patrono no hubiere asegurado al trabajador contra los riesgos del trabajo, el 
pago de todas las prestaciones señaladas en los artículos 218 y 219, que el ente asegurador haya 
suministrado al trabajador víctima de un riesgo del trabajo, o a sus causahabientes, estará 
exclusivamente a cargo del patrono. 
En todo caso, el instituto asegurador atenderá todas las prestaciones señaladas en este Código para 
el trabajador víctima de un infortunio laboral, o sus causahabientes, y acudirá a los tribunales para 
cobrar al patrono las sumas erogadas, con los intereses del caso, todo sin perjuicio de las sanciones 
establecidas en la ley para el patrono remiso. 
De igual modo actuará el ente asegurador, cuando se presentaren discrepancias con el patrono, en 
relación con la interpretación y aplicación del seguro, su vigencia y cobertura. 
(Así modificado por el artículo 1, de la Ley No. 6727 del 9 de marzo de 1982.)"
código de trabajo costa rica,ARTÍCULO 232.-,"Cuando un trabajador que no esté asegurado sufra un riesgo del trabajo, y acuda 
al Instituto Nacional de Seguros, o a cualquier hospital, clínica o centro de salud, público o privado, 
en demanda de las prestaciones médico-sanitarias y de rehabilitación que establece este Título, 
CÓDIGO DE TRABAJO 
 
99 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
tendrá derecho a que se le suministren de inmediato los servicios que su caso requiera. En este caso 
el patrono podrá nombrar un médico, para que controle el curso del tratamiento que se le suministre 
al trabajador. 
Las instituciones prestatarias de esa asistencia cobrarán el costo de ésta al patrono, para el cual el 
trabajador prestaba sus servicios al ocurrir el riesgo. 
Para los efectos del cobro, constituirán título ejecutivo, de acuerdo con los términos del artículo 4258 
del Código de Procedimientos Civiles, las certificaciones expedidas por el Jefe del Departamento de 
Riesgos de Trabajo del Instituto Nacional de Seguros, por la Sub gerencia Médica de la Caja 
Costarricense de Seguro Social, o por directores de las instituciones privadas. 
Igual procedimiento seguirá el Instituto Nacional de Seguros para el cobro de cualquier suma que se 
le adeude, derivada de la aplicación del régimen de riesgos del trabajo que establece este Código. 
(Así modificado por el artículo 1, de la Ley No. 6727 del 9 de marzo de 1982.)"
código de trabajo costa rica,ARTÍCULO 233.-,"El trabajador que hiciere abandono de la asistencia médico-sanitaria o de 
rehabilitación que se le otorga, o que se negare, sin causa justificada, a seguir las prescripciones 
médicas, perderá el derecho a las prestaciones que dispone este Código, salvo el contemplado en 
el inciso c) del artículo 218. 
Para tales efectos se observará y agotará el siguiente procedimiento: El Instituto asegurador, 
administrativamente, impondrá al trabajador acerca de las posibles consecuencias legales y 
perjudiciales que podría ocasionarle esa conducta, en detrimento de su propia salud y situación 
jurídica. 
Si el trabajador persistiera en su abandono injustificado, el Instituto dará aviso inmediato de ello a un 
juez de trabajo, a fin de que éste, directamente o por medio de la autoridad de la localidad en que el 
trabajador resida, notifique al trabajador la situación planteada, para que manifieste su voluntad de 
someterse de nuevo al tratamiento prescrito, o para que señale los motivos que tuvo para renunciar 
al mismo, así como cualesquiera otras disconformidades o peticiones adicionales que crea 
conveniente hacer o manifestar. En cualquier caso, el juzgado de trabajo podrá solicitar la 
intervención del Departamento de Medicina Legal del Organismo de Investigación Judicial, o del 
Consejo Médico Forense, a fin de que se determine en definitiva la asistencia médico-sanitaria, 
quirúrgica o de rehabilitación, y las prescripciones médicas que el caso verdaderamente requiera. 
En el mismo auto de notificación, el juzgado de trabajo apercibirá al trabajador de las posibles 
consecuencias legales que su rebeldía o silencio podrían ocasionarle. 
 
8 Nota: En sustitución del artículo 425 del Código de Procedimiento Civiles, véase artículo 438 del Código 
Procesal Civil 
CÓDIGO DE TRABAJO 
 
100 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
En caso de que el trabajador no compareciera sin causa justificada, ante el juzgado de trabajo, dentro 
de diez días hábiles contados a partir de la notificación a que se refiere el párrafo anterior, o ante el 
Organismo de Investigación Judicial, dentro del mismo término, una vez avisado por éste por dos 
veces, el juzgado, en fallo razonado, absolverá al ente asegurador de toda responsabilidad en cuanto 
a las prestaciones a que se refiere este Código, sin que pueda luego el trabajador invocar al Instituto 
su suministro o el costo de las mismas. 
De igual manera, el juez de trabajo impondrá al ente asegurador de la obligación de suministrar al 
trabajador la asistencia médico-sanitaria, quirúrgica y de rehabilitación que la dependencia del 
Organismo de Investigación Judicial determine. 
(Así modificado por el artículo 1, de la Ley No. 6727 del 9 de marzo de 1982.)"
código de trabajo costa rica,ARTÍCULO 234.-,"Cuando el trabajador no reciba las prestaciones señaladas en el artículo 218, podrá 
demandar el suministro o el costo de éstas, los intereses legales correspondientes, más las costas 
procesales y personales que implique su acción ante el juez de trabajo. En concordancia con los 
